;Unnamed: 0;ID;descr;feat_balkon;feat_domofon / wideofon;feat_drzwi / okna antywłamaniowe;feat_internet;feat_pom. użytkowe;feat_telefon;feat_telewizja kablowa;feat_teren zamknięty;ov_Liczba pięter;ov_Liczba pokoi;ov_Piętro;ov_Powierzchnia;ov_Rodzaj zabudowy;ov_Rynek;ov_Czynsz;ov_Dostępne od;ov_Forma własności;ov_Materiał budynku;ov_Ogrzewanie;ov_Okna;ov_Rok budowy;ov_Stan wykończenia;feat_garaż/miejsce parkingowe;feat_ogródek;feat_piwnica;feat_taras;feat_winda;feat_monitoring / ochrona;feat_system alarmowy;feat_klimatyzacja;feat_oddzielna kuchnia;feat_kuchenka;feat_meble;feat_piekarnik;feat_lodówka;feat_zmywarka;feat_pralka;feat_dwupoziomowe;feat_telewizor;feat_rolety antywłamaniowe;feat_
5067;5067;438LQ;"Mamy przyjemność zaprezentować Państwu ekskluzywny apartament znajdujący przy ulicy Solec, w sercu warszawskiego Powiśla. Nieruchomość została wykończona w najwyższym standardzie w stylu Art Deco, z troską o najmniejszy detal. PARAMETRY NIERUCHOMOŚCIPrzedstawiana nieruchomość to ekskluzywny i starannie przemyślany apartament zlokalizowany na ostatnim piętrze kamienicy na Powiślu. Można niewątpliwie stwierdzić, iż jest ona swego rodzaju dziełem sztuki. Apartament został stworzony z zamiłowania przez rodzeństwo architektów, którzy specjalizują się w tworzeniu nieruchomości niepowtarzalnych. Wystrój i wykończenie nieruchomości inspirowane były filmem ""Great Gatsby"", zatem przebywając w środku można wyraźnie odczuć klimat lat 20. oraz Nowego Jorku w czasach prohibicji.Na powierzchnię całkowitą mieszkania 80m2 składa się aneks kuchenny połączony z przestronnym salonem, z którego przechodzi się do luksusowej sypialni z garderobą oraz łazienki. Na podłodze leży parkiet z wędzonego dębu ułożony w jodełkę francuską. Do wykończenia wykorzystano kamień Bianco Carrara i Nero Marquina oraz najwyższej jakości armaturę i ceramikę marek Smeg i Kerasan Retro. Całkowity wystrój apartamentu dopełniają reprodukcje prac najbardziej znanej malarki nurtu Art deco - Tamary Łempickiej, zdjęcia z planu filmu ""Great Gatsby"", akcesoria i dodatki ekskluzywnych marek, takich jak Fendi oraz meble wolnostojące, zaprojektowane przez Versace.Mieszkanie pomimo doskonałej lokalizacji w środku miasta jest bardzo ciche, w dużej mierze dzięki dźwiękoszczelnym oknom, przez które można podziwiać niesamowity widok na most Poniatowskiego oraz zachód słońca nad panoramą Warszawy. Mieszkanie ulokowane jest na 6, ostatnim piętrze w kamienicy z windą. Podana cena nie zawiera wyposażenia (meble, sprzęt AGD, akcesoria i dodatki), opcjonalnie dodatkowo płatnego 100 000PLN.KOMUNIKACJA I OKOLICAMieszkanie mieści się tuz przy ulicy Solec, co wiążę się z bardzo dobrze skomunikowanym punktem, z którego będą Państwo mogli się łatwo przemieszczać zarówno transportem miejskim jak i samochodem. Nieopodal znajduje się wiele świetnych restauracji, kawiarnii, sklepów oraz terenów zielonych. Piechotą można również udać się na Bulwary Wiślane, które znajdują się 5 min spacerem od kamienicy. W NASZEJ OPINIINieruchomość spełni oczekiwania najbardziej wymagających klientów, szczególnie tych poszukujących niepowtarzalnego apartamentu z duszą w samym centrum miasta. Więcej unikalnych ofert w podobnych kryteriach znajdą Państwo na naszej stronie . Zapraszamy!p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; font: 12.0px Arial; color: #222222; -webkit-text-stroke: #222222; background-color: #f8f9fa}p.p2 {margin: 0.0px 0.0px 0.0px 0.0px; font: 12.0px Arial; color: #222222; -webkit-text-stroke: #222222; background-color: #f8f9fa; min-height: 14.0px}span.s1 {font-kerning: none}We are pleased to present you an exclusive apartment located on Solec Street, in the heart of Warsaw's Powiśle. The property has been finished to the highest standard in the Art Deco style, with care for the smallest detail. PROPERTY PARAMETERSThe presented property is an exclusive and carefully thought out apartment located on the top floor of a tenement house in Powiśle. It can be undoubtedly said that it is a of work of art. The apartment was created with passion by siblings of architects who specialize in creating unique properties. The decor and finish of the property were inspired by the movie ""Great Gatsby"", so when you are inside you can clearly feel the atmosphere of the 1920s and New York during Prohibition.The total area of ​​the 80m2 apartment consists of a kitchenette combined with a spacious living room, which leads to a luxurious bedroom with wardrobe and bathroom. On the floor lies a smoked oak parquet arranged in a French herringbone. For finishing, Bianco Carrara and Nero Marquina were used, as well as the highest quality fittings and ceramics by Smeg and Kerasan Retro. The overall decor of the apartment is complemented by reproductions of the works of the most famous Art deco painter - Tamara Łempicka, photos from the movie set ""Great Gatsby"", accessories and additions of exclusive brands such as Fendi and free-standing furniture, designed by Versace.Despite the great location in the middle of the city, the apartment is very quiet, mostly due to soundproof windows, through which you can enjoy an amazing view of the Poniatowski Bridge and the sunset over the panorama of Warsaw. The flat is located on the 6th, last floor in a tenement house with a lift.The price does not include the equipment (furniture, AGD and accessories) which can be optionally sold for additional 100 000PLN.  COMMUNICATION AND SURROUNDINGSThe apartment is located right on Solec Street, which is connected with a very well-connected point from which you will be able to easily move both by public transport and by car. Nearby there are many great restaurants, cafes, shops and green areas. On foot, you can also go to the Vistula Boulevards, which are located 5 minutes walk from the house. IN OUR OPINIONThe property will meet the expectations of the most demanding customers, especially those looking for a unique apartment with a soul in the city center.Please visit our website to find more unique offers with similar criteria!p.p1 {margin: 0.0px 0.0px 9.3px 0.0px; line-height: 25.0px; font: 15.0px 'Helvetica Neue'; color: #303030; -webkit-text-stroke: #303030; background-color: #ffffff}span.s1 {font-kerning: none}p.p1 {margin: 0.0px 0.0px 9.3px 0.0px; line-height: 25.0px; font: 15.0px 'Helvetica Neue'; color: #303030; -webkit-text-stroke: #303030; background-color: #ffffff}span.s1 {font-kerning: none}";;;;;;;;;6.0;2;6;80 m²;kamienica;wtórny;;;pełna własność;;miejskie;;1939.0;;;;1.0;;1.0;;;1.0;;;;;;;;;;;
5125;5125;3AjBR;Atrakcyjne mieszkanie 3-pokojowe przy ul. Admiralskiej w Warszawie (Stary Rembertów, okolice ASzWoj dawny AON) 85,33m2.Cicha, spokojna okolica, mnóstwo zieleni, poczucia życia w małym miasteczku :), a przy tym w okolicy pełna infrastruktura.Mieszkanie na parterze 1-piętrowej przedwojennej kamienicy, z własnym wyjściem do ogródka. Bardzo klimatyczne. Wysokie, dobrze nasłonecznione pomieszczenia.  Przyjazne sąsiedztwo, z klatki schodowej dostęp do 4 mieszkań. Mieszkanie po remoncie w 2013 r., dwustronne. Obejmuje 3 pokoje (w tym dwa połączone), kuchnię, łazienkę i toaletę (oddzielnie). W kuchni duże okno z drzwiami do ogródka. Duże możliwości aranżacji do własnych potrzeb.W mieszkaniu nowa instalacja wodno-kanalizacyjna i elektryczna. Posiada piwnicę i przydzielone miejsce parkingowe przy budynku.W okolicy sklep spożywczy, poczta, szkoła, przedszkole. Blisko do przystanku autobusowego i stacji PKP (czas dojazdu do Warszawy Śródmieście - 14 minut).Kontakt Anna Szczesniak 606 141 056, licencja 2969;;;;;;;;;1.0;3;parter;85,33 m²;;wtórny;;;;;;;;;;;;;;;;;;;;;;;;;;;
5172;5172;43WiY;Luxe Property oferuje do sprzedaży mieszkanie dwu pokojowe na Warszawskim Mokotowie.- Stan deweloperski- 1 piętro z 6Mieszkanie ma 35,29 mkw i składa się z dwóch aneksu kuchennego z salonem o powierzchni 22,14 mkw, sypialni 8,73 mkw, łazienki 4,42 mkw. Do mieszkania przynależy duży balkon. Możliwość zakupu miejsca w garażu podziemnym. Okolica: -Kameralny apartamentowiec, zbudowany w myśl filozofii hygge łączy w sobie ładne, jasne wnętrza z wykonaniem najwyższej jakości.-Bezpieczeństwo dzięki monitoringowi wizyjnemu.-Cisza i prestiż - Mokotów to jedna z najbardziej prestiżowych dzielnic oferująca bogactwo zieleni w pobliżu Łazienki Królewskie i park Sielecki oraz doskonałą komunikacje z centrum miasta.-W najbliższym otoczeniu nieruchomości znajdziemy: restauracje, sklepy, dogodne punkty komunikacyjne, placówki zdrowia i edukacji, punkty rozrywkowe.Zakup bez PCC i prowizji! Zapraszam do kontaktu,Magdalena Rosa733385833;1.0;;;1.0;;1.0;1.0;;6.0;2;1;35,29 m²;;pierwotny;;;pełna własność;;miejskie;plastikowe;2020.0;do wykończenia;1.0;;;;1.0;;;;;;;;;;;;;;
5207;5207;43bLo;Polecamy na sprzedaż mieszkanie na ulicy Wolskiej o powierzchni 48,80 m².Mieszkanie składa się z dwóch pokoi, widnej kuchni, łazienki i przedpokoju.Mieszkanie jest ciche i słoneczne, ekspozycja zachodnia.Budynek z ochroną. Świetna komunikacja, wkrótce metro, w pobliżu sklepy, przedszkole, szkoła, parking, ochrona.Wolne od zaraz.Zapraszam na prezentację :)Telefon: 881 780 222email: więcej naszych ofert na stronie: Niniejsza informacja nie stanowi oferty w rozumieniu Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych obiektów były możliwie dokładne, kompletne i aktualne. Ze względu jednak na fakt, iż informacje te pochodzą od osób trzecich i nie zawsze dają się zweryfikować, firma KOLOSEUM NIERUCHOMOŚCI nie ponosi odpowiedzialności za ich dokładność, kompletność oraz aktualność. Numer licencji pośrednika odpowiedzialnego za ofertę: 19837;1.0;;;1.0;;;1.0;;15.0;2;7;49 m²;blok;wtórny;;2020-01-25;spółdzielcze własnościowe;;miejskie;plastikowe;1980.0;do zamieszkania;;;;;1.0;;;;;;1.0;;;;;;;;
5238;5238;445T5;"KAWALERKA NA BIAŁOŁĘCE
Inwestycja w przygotowaniu!

Niedaleko centrum handlowego Targówek
Tylko kilka tak małych mieszkań!

OFERTA OD DEWELOPERA - bez podatku i prowizji

26 m2
salon z aneksem 19 m2
korytarz 2,9 m2
łazienka 3,42 m2
balkon 2,5 m2

Zachęcam do kontaktu
Pomogę z kredytem i wykończeniem!


";1.0;1.0;1.0;1.0;;;1.0;1.0;3.0;1;2;26 m²;apartamentowiec;pierwotny;200 zł;2022-05-04;pełna własność;silikat;miejskie;plastikowe;2019.0;do wykończenia;1.0;;;1.0;1.0;1.0;;;1.0;;;;;;;;;;
5403;5403;43Sja;Ciche, rozkładowe, trzypokojowe, gustownie urządzone mieszkanie ,w pięknej części Wilanowa-Zawady.Apartament usytuowany jest na nowym, kameralnym osiedlu, w zielonej części Wilanowa przy ul. Bruzdowej. Mieści się na pierwszym piętrze dwupiętrowego budynku.Całą okolicę cechuje niska zabudowa domów jednorodzinnych i apartamentowców, bardzo dużo miejsc do spacerów, wycieczek rowerowych oraz aktywnego spędzania czasu.Istniejąca infrastruktura daje możliwość swobodnego dostania się do każdej dzielnicy Warszawy. Obwodnica w Wilanowie zapewni niedługo jeszcze lepszą płynność komunikacyjną.W okolicy jest wiele przedszkoli, szkół, restauracji i sklepów. Apartament ma bardzo funkcjonalny rozkład, duży balkon z widokiem na wewnętrzne patio. Wszystkie okna i balkon wychodzą na południe i zielone patio. Są tutaj 2 sypialnie, duży salon połączony z aneksem kuchennym, przestronny hol, duża łazienka z wanną i prysznicem. Do mieszkania przynależy piwnica wliczona w cenę mieszkania i dwa miejsca parkingowe w garażu dodatkowo płatne. Jest możliwość kupienia tylko jednego miejsca.Mieszkanie jest jasne, ma drewniane podłogi i piękne, klimatyczne  meble robione na zamówienie.Kontakt: Joanna Gajewska tel. 698 908 313::DODATKOWE INFORMACJE Rodzaj budynku: apartamentowiecGłośność: cicheWidok: na osiedleWoda: ciepła - miejskaOtoczenie: osiedleOgrzewanie: C.O. miejskieKomunikacja publ.: autobus miejskiWinda: NIERozkład: rozkładoweUsytuowanie: jednostronneRodzaj mieszkania: jednopoziomoweGaraż: garaż pod budynkiemStan lokalu: bardzo dobryOkna: drewnianeBalkon: jestLiczba balkonów: 1Powierzchnia użytkowa [m2]: 72Rok budowy: 2004Liczba pokoi: 3Liczba sypialni: 2Powierzchnia pokoi [m2]: 36  10,5  8Podłogi pokoi: drewnianaWystawa okien - pokoje : PdRodzaj kuchni: aneks kuchenny połączony z jadalnią i salonemTyp łazienki: razem z wcLiczba łazienek: 1Powierzchnia łazienki [m2]: 7Podłoga łazienki: gresWyposażenie łazienki: prysznic, umywalka, wanna, WCLiczba przedpokoi: 2Powierzchnia przedpokoi [m2]: 5,5  4,9Podłoga przedpokoi: gres::LINK DO STRONY ::KONTAKT DO AGENTA Joanna Gajewska698908313::DANE BIURA Vestrahouse Sp. z o.o.Gagarina 26/U400-754 Warszawa604 730 833, 698 908 037Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Aneta Niemczak (licencja nr: 5461) ;1.0;;;;;;;;2.0;3;1;72 m²;apartamentowiec;wtórny;870 zł;;pełna własność;cegła;miejskie;drewniane;2004.0;;1.0;;;;;;;;;;;;;;;;;;
5454;5454;41dVH;"NOWOCZESNOŚĆ I TRADYCJA
 
Sierakowskiego 4 to kolejny etap inwestycji Portu Praskiego. Nowoczesny apartamentowiec, zaprojektowany przez pracownię MK – Architekci Sp. z o.o. Przy projektowaniu architektury postawiona na współczesne formy wyrazu w połączeniu z tradycyjnymi materiałami takimi jak cegła, w nowoczesnych proporcjach. Inwestycja powstaje między ulicami Sierakowskiego i Wrzesińską. W ofercie sprzedażowej są dostępne jednopoziomowe apartamenty i mieszkania od 29 m2 do 129 m2, komórki lokatorskie, boksy rowerowe i miejsca postojowe w dwupoziomowym garażu. Możliwy również będzie wynajem lokali usługowych znajdujących się na parterze.
 
MIASTO NOWEJ GENERACJI
 
Port Praski to prawdziwe „miasto nowej generacji”, zlokalizowane w ścisłym centrum Warszawy niedaleko Starego Miasta, w sąsiedztwie Stadionu Narodowego i dwóch stacji metra, a jednocześnie w pobliżu Wisły, parków i licznych zabytków.
Port Praski będzie łączyć ze sobą cztery dzielnice pełniące różne funkcje: mieszkaniową Starą Pragę, usługowo-handlowe Doki, biznesowe City i rekreacyjny Park Mediów. Wszystkie dzielnice będą wzajemnie się przenikać i tworzyć jedną spójną całość. Miejsce to stanie się samowystarczalnym „miastem w mieście”, które będzie odpowiadać na wszystkie potrzeby mieszkańców. To jedno z największych i najbardziej innowacyjnych przedsięwzięć architektonicznych w Polsce, a nawet w Europie.
Jako pierwszy realizowany jest obszar Starej Pragi - dzielnicy mieszkalno-usługowej. Zabudowa Starej Pragi nawiązuje do historycznej architektury stolicy. Ulice dzielnicy prowadzą na portowy bulwar, który wraz z budową Doków – kolejnej części Portu Praskiego – stanie się wyjątkowym miejscem na mapie Warszawy.
Obok Starej Pragi powstanie luksusowa dzielnica Doki. Tutaj znajdą się ekskluzywne budynki z kawiarniami i restauracjami. Teren dawnych doków portowych zostanie przebudowany na marinę z miejscem na kilkadziesiąt jachtów. Wokół mariny powstanie promenada ciągnąca się wzdłuż brzegu Wisły. Na styku Starej Pragi i dzielnicy Doki znajdzie się Stary Rynek - miejsce spotkań otwarte dla wszystkich warszawiaków, a także turystów.
Tuż przy stacji metra Stadion Narodowy powstanie dzielnica City, w której znajdą się cztery biurowce. Bliskość metra oraz atrakcyjna okolica sprawią, że miejsce to ma szansę stać się nowym biznesowym centrum Warszawy. W tej dzielnicy powstaną także luksusowe hotele.
Kolejną częścią Portu Praskiego jest Park Mediów, który będzie nowoczesnym miejscem przeznaczonym do aktywnego spędzania wolnego czasu. Planowane jest stworzenie kompleksu medialno-technologicznego, który umożliwi poznanie zagadnień z obszaru technologii, komunikacji i mediów.
Obecnie budowane jest zabezpieczenie przeciwpowodziowe, będzie ono chronić przed zalaniem nie tylko Port Praski, ale znaczący teren prawobrzeżnej Warszawy: Pragę Północ od ulicy Ratuszowej, po część Pragi Południe, aż do Gocławia.

Wszystkie budynki w Porcie Praskim wyróżniają się niezwykłą architekturą, a także wysoką jakością wykonania. Potwierdzają to zdobyte prestiżowe nagrody:
Budowa Roku 2013, Budowa Roku 2015, Modernizacja Roku 2015, Inwestycja Roku 2015, Budowlana Firma Roku 2015, 2016 oraz 2017, Budowa Roku 2016, Signum Temporis – Znak Czasu 2017, Top Builder 2018, Polski Herkules 2018.
 
ORIENTACYJNE ODLEGŁOŚCI OD PORTU PRASKIEGO DO WYBRANYCH MIEJSC:
700 metrów − stacja metra Dworzec Wileński
800 metrów – stacja metra Stadion Narodowy
1 000 metrów – Centrum Nauki Kopernik, Powiśle
1 500 metrów – Stare Miasto, Stadion Narodowy";;;;;;;;;6.0;1;1;51,80 m²;blok;pierwotny;;;;;;;;;;;;;;;;;;;;;;;;;;;
5458;5458;4477d;"Rodzinne mieszkanie - strzeżone osiedle - garaż- balkon - komórka 4-pokojowe trójstronne mieszkanie przy Rudnickiego, o powierzchni użytkowej 92,99 m2: - Salon połączony z kuchnią ok. 31 m2 z wyjściem na balkon 8,63 m2.- Trzy sypialnie - Łazienka z wanną- Mini łazienka wyłącznie z prysznicem- Oddzielne WC- Komunikacja: hall, przedpokój - Miejsce postojowe w garażu podziemnym przy wejściu do klatki schodowej - dodatkowo płatne 20000 zł (bez obowiązku zakupu).- Komórka lokatorska (2,82 m2) na piętrze - w cenie mieszkania. Ogrzewanie miejskie, woda miejska, okna PCV, na podłogach parkiet dębowy oraz terakota w części kuchni, hallu i łazienkach oraz WC. Lokal usytuowany jest na 6 piętrze 9-piętrowego budynku z 2006r. z windą, Stan techniczny budynku i klatek - bardzo dobry. Osiedle chronione.Bardzo dobra komunikacja. Infrastruktura w pełni rozwinięta: przedszkola, szkoły, sklepy (Lidl, Biedronka, Leclerc, galeria handlowa z Carrefour) apteki, banki, Urząd Dzielnicy Bielany, poczta, szkoły, przedszkola, żłobki, przychodnie... Przystanki autobusowe i tramwajowe, dobry dojazd do metra.ZAPRASZAM DO KONTAKTU I OGLĄDANIA.Lokalizacja: Warszawa/Bielany, ul. RudnickiegoCena: 840 000 zł  ( 9 033 zł/m2 )Cena podlega negocjacjiPowierzchnia: 92,99 m2, Piętro: 6 / 9Rok budowy: 2006, Budynek: blok, POKOJE: Liczba pokoi: 4, Pokój 1: 23 m2, podłoga: parkiet, strona świata: płn-zach, Pokój 2: 10,95 m2, podłoga: parkiet, strona świata: płn-zach, Pokój 3: 11,44 m2, podłoga: parkiet, strona świata: płn-zach, Pokój 4: 10,48 m2, podłoga: parkiet, strona świata: płn-wsch, KUCHNIA: Powierzchnia: 8 m2, Amfilada: Nie; Rodzaj kuchni: widna i otwarta, Podłoga: terakota, Okno kuchni wychodzi na: płn-wsch, Położona glazura: jest; ŁAZIENKA: Liczba łazienek: 2, Powierzchnia: 5,77 m2, Podłoga: terakota, Położona glazura: jest; WC: Liczba: 1, Powierzchnia: 1,75 m2, Podłoga: terakota, Położona glazura: jest; Czynsz od administracji: 800 zł, stan lokalu: dobry, głośność: ciche, wolne od: do uuzgodnienia, ochrona: os. strzeżone, garaż, parking: miejsce w garażu, domofon, winda, TV kablowa, Internet, balkon 8,63 m2, liczba stron: trójstronne, materiał: techn. mieszana, ciepła woda: miejska, ogrzewanie: miejskie, Więcej informacji oraz możliwość umówienia spotkania: Agent prowadzący: Magdalena Łabućtel.: 530 944 972Nad jakością obsługi oferty czuwa pani Magdalena Łabuć - licencjonowany pośrednik w obrocie nieruchomościami, nr licencji 19420Godziny otwarcia: pon. - pt.: 9:00 - 19:00; sob.: 9:00 - 14:00--- Zapraszamy ---";1.0;;;1.0;;;1.0;;9.0;4;6;92,99 m²;blok;wtórny;800 zł;;pełna własność;;;plastikowe;2006.0;do zamieszkania;1.0;;;;1.0;;;;;;1.0;;;;;;;;
5483;5483;43TCg;Mieszkanie po remoncie. 5-pokoi w nowoczesnym budynku, przy ul Rudnickiego 3A (obok Auto Żoliborz)Taras 30m2Całodobowa ochrona.Możliwość montażu pełnej klimatyzacji.Wyjątkowo dobra komunikacja ul Powązkowską - sprawny dojazd w okolice Arkadii.Rozwinięta infrastruktura: przedszkola, szkoły, sklepy (Lidl, Biedronka, Leclerc, galeria handlowa z Carrefour) apteki, banki, Urząd Dzielnicy Bielany, poczta, szkoły, przedszkola, żłobki, przychodnie.Przystanki autobusowe i tramwajowe, dobry dojazd do metra (ok 1200m do stacji Stare Bielany). Łazienka + osobna toaleta.Liczba pokoi: 5, Salon z aneksem: 33 m2, podłoga: parkiet, strona świata: zachódSypialnia 1: 12 m2, podłoga: parkiet, strona świata: zachód (w tej chwili połączona z salonem)Sypialnia 2: 13m2, podłoga: parkiet, strona świata: zachódSypialnia 3: 16 m2, podłoga: parkiet, strona świata: zachódGabinet: 12m2, podłoga: parkiet, strona świata: północ,Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.;;;;;;;;;;5;9;119 m²;;wtórny;900 zł;2019-12-12;pełna własność;;miejskie;;2008.0;;;;;1.0;;;;;;;;;;;;;;;
5508;5508;443ww;Mieszkanie na Dolnym Mokotowie przy ul. Grottgera. Otoczone parkiem Morskie Oko, 5 min. pieszo do Łazienek Królewskich.Obecnie przygotowane do własnej aranżacji wnętrza przez nowego właściciela. Zerwane podłogi i wymontowane drzwi.Oryginalnie składające się z 4 pokoi, kuchni, łazienki i przedpokoju, łącznie 94 m2.II piętro w 3 piętrowej zadbanej przedwojennej kamienicy. Do mieszkania przynależy piwnica. W budynku nie ma windy.Duże możliwości aranżacji i zmiany układu mieszkania. W kamienicy zostały wymienione piony: gazowy, kanalizacyjny oraz wodny, podciągnięty światłowód Orange i telewizja kablowa.Ogrzewanie (własne): gazowe lub elektryczne Parkowanie: pod kamienicą (w przyszłości planowany parking w podwórzu kamienicy)Bardzo dobra lokalizacja, w bezpośrednim sąsiedztwie: szkoły, przedszkola, żłobki, sklepy, kawiarnie, parki, restauracje.Bardzo dobra komunikacja, do centrum dojazd zajmuje ok. 15 minut. Spacer do Łazienek Królewskich zajmuje 5 minut.Mieszkanie ma część wyburzonych ścian w związku z czym kuchnia i łazienka jest do własnej aranżacji. Jeden z pokoi przystosowany jest do postawienia ściany tak, aby uzyskać 4 niezależne pomieszczenia.Wysokość pomieszczeń 2,90 m.polecam502513477Jako Agencja Pośrednictwa w Obrocie Nieruchomościami pobieramy prowizję. As an Real Estate Agency we charge a commission. Niniejsze ogłoszenie jest wyłącznie informacją i nie stanowi oferty w rozumieniu art. 66 § 1 Kodeksu Cywilnego. This announcement is not a commercial offer in the understanding of Art.66 § 1 of the Civil Code. ;;;;1.0;;1.0;1.0;;4.0;4;2;94 m²;kamienica;wtórny;550 zł;;pełna własność;cegła;gazowe;;1930.0;do remontu;;;1.0;;;;;;1.0;;;;;;;;;;
