id,cena,liczba_pieter,liczba_pokoi,pietro,powierzchnia,rok_budowy
45OZw,1880000,8,3,7,110.0,2010
45OYy,590000,11,3,6,61.0,1970
44Ysq,799000,3,3,2,72.0,1998
44YsT,1490000,5,4,5,122.6,2005
45ORv,590000,3,4,0,66.6,1977
45OQp,656082,6,3,1,64.82,2020
45OQ8,635000,3,3,2,65.0,1992
45OOm,480000,5,1,4,39.04,2000
45HCR,694000,7,3,1,57.97,2013
45OKr,790000,6,5,3,81.0,2001
45OKn,690000,3,3,2,66.0,1994
45OHp,685000,8,2,1,55.18,2008
44P8P,339000,10,1,2,27.1,1970
45ODQ,394000,10,2,8,38.0,1982
45OCt,670000,5,2,1,56.0,2011
45OCm,1128000,9,4,8,100.0,1997
45OCk,899000,3,4,3,100.84,2000
45OBP,1150000,10,3,10,81.0,2012
45OBo,603400,7,3,1,58.5,2019
45Ozo,539000,3,3,3,46.2,1980
45OyK,900000,10,2,6,50.15,2020
45NwE,2599000,4,4,4,138.5,2017
45JTW,680000,8,3,2,65.0,2001
45O8t,510000,12,2,4,44.7,2000
45O4J,525000,8,2,3,39.82,2017
45O3C,500000,5,2,3,45.0,2020
45O3x,950000,3,4,3,132.0,2000
45O3v,864000,7,3,1,68.0,2016
45O3w,755000,7,4,2,70.0,2020
45O3o,510500,12,2,4,45.0,1998
45O3n,895500,7,3,6,73.0,2019
45O2M,1200000,4,6,4,160.0,1995
45O2I,430000,10,2,4,47.2,1979
45NZU,630000,3,3,2,65.5,2000
45NXH,259000,10,1,0,24.5,1972
45NUm,870000,9,3,2,79.1,2013
45NUf,1549000,2,4,1,158.0,2009
45NRp,1185000,12,4,9,108.0,2020
45NOI,408000,11,2,0,28.5,1990
45NH2,791000,4,4,3,78.58,1995
45NFw,740000,7,3,1,61.0,2010
45NzD,887000,11,3,9,71.06,2018
45NtE,1050000,4,4,3,98.24,1995
45Ntt,624000,3,3,0,62.4,1994
45Nto,620000,4,3,1,53.0,1982
45Nsx,603400,7,3,1,58.5,2019
45Nq6,681868,7,3,1,61.22,2020
45Nnj,800000,7,4,6,75.0,2013
45N6Y,440000,8,2,3,34.47,2019
44Ngo,3500000,4,4,4,140.0,2006
45xCg,446430,8,2,3,40.63,2021
45MZR,784000,5,2,0,58.14,2019
45MWV,659999,6,2,1,52.0,2009
45MK3,1290000,7,5,1,151.0,2004
45MHf,1199000,6,4,0,110.0,2007
45Gdw,560000,4,3,4,52.9,1980
45MDS,1000000,14,4,6,92.0,2003
45MDk,580000,2,2,1,53.0,1990
45Mzx,582000,12,2,4,53.01,2001
45DY3,920728,16,4,3,70.0,2021
45MuB,494000,7,2,6,43.56,2020
45MuF,1450000,2,3,2,82.0,2008
45Muk,510000,12,2,4,44.7,2000
45MtW,649000,5,2,3,48.6,2001
45MtM,640000,6,2,1,54.0,2006
45MtH,648000,4,2,2,65.39,2008
45MsX,900000,5,6,3,120.0,2000
45MrN,664636,8,3,8,62.89,2021
45MrM,776649,8,4,3,80.1,2021
3bFoe,630000,4,4,1,70.36,1980
45IYn,404674,7,2,3,37.82,2020
45McA,579538,6,2,1,57.38,2020
45Mc2,664000,3,3,0,51.0,2019
45MbA,1499501,1,4,1,187.5,2019
45Mbw,719000,9,3,9,64.07,2001
45MaX,1070000,3,4,1,97.0,2002
45Mau,630000,7,3,5,61.22,2020
45Mas,588600,7,3,0,57.34,2020
45Maq,630000,7,3,5,61.22,2019
45M9t,740000,3,3,3,57.0,2019
45CVq,1339250,6,3,3,121.75,1997
45GjR,1495000,6,4,6,125.74,2006
41zLn,599000,5,3,0,56.01,2012
45M0j,740000,5,3,1,58.74,2018
45LYm,651805,8,3,6,62.89,2021
45LMt,423000,7,2,6,34.35,2019
45LKB,760000,7,3,7,61.0,2019
45LFk,669000,8,2,1,56.2,2013
45LDG,1290000,3,2,1,61.6,2002
45LDE,1240000,6,4,4,112.62,1979
45LDC,2264000,7,5,4,141.46,2006
45LDB,860000,6,3,4,67.75,2006
45LDx,1110000,7,3,1,84.24,2003
45LDv,420000,4,3,4,53.3,1973
45LDt,1400000,5,3,4,83.5,2008
45LDo,2350000,5,4,4,120.53,2013
45LDd,779000,7,2,7,43.95,2002
45Lth,510000,10,2,4,45.0,1998
458CC,845000,5,3,1,55.0,2017
44R61,2300000,1,3,1,109.58,2018
44cpj,2856000,5,5,5,170.0,2008
43qdZ,850000,3,3,2,75.0,2014
45JFS,6500000,5,5,5,257.5,2003
45L0L,603000,10,2,9,40.2,2019
45KCD,630071,7,3,5,61.22,2020
45KBg,989000,2,3,1,130.0,2001
45Ksz,475000,10,2,1,46.11,1970
45KpX,430000,5,1,5,37.0,2012
45KpB,2264000,7,5,5,141.5,2005
45BlI,1099000,12,3,1,71.0,2020
45Bv6,849000,6,3,0,62.0,2020
44LPa,1290000,9,5,9,150.89,2009
45KiB,559000,10,2,0,53.0,1988
45Kgz,740000,7,3,1,61.0,2010
45Ke2,550000,8,2,1,42.0,2016
442pc,599000,3,3,2,63.84,1984
43mfu,699000,3,3,3,63.5,1989
45K5e,549000,7,2,5,44.0,2020
45K26,385000,6,2,0,33.0,2020
45K22,1358000,7,3,2,102.2,2017
45K21,550000,10,2,2,46.5,2010
45JVs,907000,16,3,4,65.0,2019
45JVr,376000,15,1,5,21.0,2019
45JWL,655000,6,3,3,62.44,2019
45Cud,380900,6,2,5,28.4,2020
455ZU,684900,8,3,2,68.49,2020
45JU0,1097000,5,3,1,84.24,2003
45JSc,899000,2,4,2,100.47,2020
45JQ2,499000,5,1,4,39.04,2000
45JNI,729000,3,3,3,63.5,1989
45JNF,699000,8,3,8,70.0,2002
45JNB,1100000,4,3,3,92.0,2006
45JNA,890000,5,3,1,73.0,2006
45JNx,870000,3,3,1,80.0,2002
45JNs,990000,3,4,0,98.0,1994
45JLH,960000,3,3,1,115.0,1996
45JLj,814000,4,1,4,44.0,2017
45JKn,433000,8,2,2,32.37,2021
458y4,510000,10,3,9,50.0,1970
45E4j,760000,5,3,1,72.0,2005
45JJh,2350000,5,4,4,121.0,2013
45JHn,1100000,1,3,0,88.4,1997
45JHk,540000,6,2,4,39.1,2001
45JDl,669000,8,2,1,56.2,2013
45JpY,775000,7,3,3,61.65,2019
45Jie,787000,6,3,3,56.56,2019
45JcT,498000,2,2,0,45.5,2002
45dap,649000,5,2,1,55.51,2003
44xfM,960000,4,3,1,84.0,2007
44F9D,523000,11,2,8,43.87,2001
45J5Y,653410,5,3,0,69.0,1985
45J2p,753527,6,3,2,72.98,2020
45IZN,640000,7,2,1,54.0,2007
45IXJ,1550000,2,2,2,74.0,2018
45ISk,640000,7,2,1,54.0,2006
45IRn,656082,6,3,1,64.82,2020
45IRm,644119,6,3,1,70.13,2020
45IRd,335000,9,1,3,23.2,1970
45ILu,496748,6,2,3,45.2,2020
45IE6,588738,10,3,2,63.69,2021
45IAG,431500,10,2,6,31.06,1975
45IAx,1476090,6,4,6,89.0,2011
45IzL,898000,3,4,2,83.0,1998
44DHo,477285,10,2,6,36.79,2021
45Isb,489000,7,2,6,48.6,2001
45Iqt,500000,10,3,1,65.3,1977
45Iqp,10000000,5,6,2,274.0,2017
45Iq2,999900,6,3,1,77.73,2011
45InH,600000,7,3,0,63.0,2020
45IlD,409000,4,2,0,39.0,2021
45IkU,1490000,5,4,5,117.0,2005
45IjP,589000,10,3,2,54.0,1980
45qDT,495600,8,2,6,42.68,2021
45I6Q,403535,6,1,1,35.09,2020
45I5z,599000,6,2,1,55.3,2000
45I5g,1860000,2,3,1,80.0,2018
45I4D,430000,10,2,9,37.0,1980
45I3N,839000,22,2,10,47.0,2009
45HYI,670000,3,3,1,67.0,1995
45HXX,507234,7,2,4,40.99,2017
44nhC,580000,10,2,9,42.0,1975
45HSe,599000,7,3,0,62.34,2020
45HRW,571000,7,2,3,48.0,2016
45HR8,899000,5,3,0,77.0,2008
45H6V,1550000,3,5,0,162.5,2008
45GWs,1400000,5,4,2,94.78,2000
45GTg,470000,8,1,8,33.84,2002
44W0j,1249000,8,3,6,84.0,2009
45GMp,573000,7,2,3,47.0,2016
45GKW,750000,7,3,7,75.4,2002
45GKa,849000,7,3,4,69.0,2019
45GIX,779000,6,3,4,56.0,2019
45GIy,492000,7,2,6,41.26,2019
45GGJ,1250000,7,4,7,95.0,2020
45GGm,949000,6,4,5,70.0,2019
44Zi8,469600,7,2,5,38.5,2020
45Gou,370000,7,1,7,34.0,2001
45GmU,1660000,10,5,3,130.0,2000
45Gmy,349000,10,1,6,28.5,1979
45GgD,500041,8,2,7,42.68,2021
45GgC,792206,8,4,6,79.55,2021
45Ggb,498000,10,2,8,38.0,1980
45Gfh,450000,4,2,0,46.4,1979
44WAY,1350000,15,4,4,100.0,2009
45Gcz,454000,6,2,4,41.42,2021
45Gc2,645000,10,2,1,43.2,2019
45FiD,1550000,7,3,4,89.83,2006
45FVb,282000,8,1,8,21.91,2017
45FRd,860000,6,3,5,76.03,2010
45FOz,599000,4,4,4,72.0,1980
45k4v,630000,4,3,4,60.0,2002
45FFi,760000,15,2,10,56.2,2008
45FEF,949000,4,3,0,106.0,1998
45FCF,429000,10,2,8,38.0,1976
44ckG,535000,11,2,10,38.0,2019
45m63,650000,12,2,5,55.0,2002
44tVv,660000,6,3,3,63.0,2007
44Kgd,408000,20,1,3,26.0,2021
45FjK,594000,9,2,5,44.5,2013
45FiI,316400,8,1,8,24.44,2017
45Fi6,339000,12,1,10,31.2,1974
45F8r,515000,4,3,1,52.9,1980
45F4R,449000,4,2,4,52.95,1988
45r0P,682375,7,3,0,59.27,2020
45EQ5,535000,5,2,1,36.0,2019
45EOU,438000,10,2,3,38.0,1971
45EF8,689000,8,3,0,63.0,2008
45E8I,369000,8,2,7,31.0,1982
45sed,339000,4,2,3,30.89,2020
45qrH,435000,8,2,2,32.37,2021
45mA5,450000,5,2,0,39.0,2020
45qrA,635398,8,3,1,58.8,2021
45qrx,611784,8,3,1,57.72,2021
45DPm,635000,8,3,0,52.0,2014
45DNE,2100000,8,5,7,126.69,2018
45o0p,660000,10,2,6,49.0,2010
45kiy,420000,11,1,10,32.0,1970
45h1E,760000,7,3,2,60.1,2016
45DCj,845000,6,3,3,65.0,2006
44YIk,895000,7,3,4,69.0,2020
45DoR,427000,4,2,0,41.02,2021
45APw,252000,4,1,3,23.0,1998
45Dkq,504300,4,2,0,41.0,2020
45Dk0,534000,6,2,1,48.46,2020
45DjZ,534000,6,2,1,48.46,2020
45Djt,1726672,3,3,3,111.04,2021
45Djp,679000,4,2,2,64.98,1991
45Djn,1771000,2,3,1,88.55,2016
45Dgs,980000,4,4,3,98.24,1995
45Dgj,399000,7,2,5,34.58,2019
45Dge,635000,4,3,4,64.44,1994
45DfK,6990000,3,6,3,350.0,2009
45D8a,458000,4,2,4,47.0,2021
45D7L,620000,2,2,0,50.63,2019
45kGG,987000,6,4,3,98.84,2005
45yiN,595000,7,2,3,42.0,2004
45BIF,610000,5,2,4,48.0,2001
45CNA,599000,7,3,0,62.34,2020
45CL2,566000,6,3,4,55.83,2004
45CJC,865000,5,3,3,65.3,2006
45CFL,581000,7,3,7,65.3,2004
45Cx3,1180000,12,4,3,74.0,2018
45mA7,403535,5,2,0,35.09,2020
45Ci6,599000,6,2,1,55.3,2000
45rqy,950000,6,2,4,53.94,2014
4506k,1200000,7,3,1,110.0,1998
45Cd1,575000,10,2,2,53.0,1981
45CbV,1290000,8,5,1,151.0,2002
45Cbg,385000,12,1,3,37.04,2018
45C2E,529000,4,3,4,64.5,1970
45C2m,467517,8,2,1,42.15,2021
45C1X,1300000,6,5,1,130.0,2000
45BSa,454818,8,1,5,38.01,2021
45BPC,629000,10,3,1,55.7,1979
45BOi,600000,10,3,8,64.9,1980
45BLd,520000,11,2,8,44.0,2001
45BH6,820000,10,2,1,64.1,2005
45BFy,668000,6,2,1,52.0,2015
45BBe,424000,4,2,1,40.51,2021
45BtA,577761,6,2,4,50.68,2020
45Btz,704401,6,4,4,72.75,2020
45Bp3,430954,7,2,7,41.89,2020
45Bly,1049000,8,4,6,81.0,2019
45Blt,420803,7,2,1,39.5,2020
45Bki,814724,6,3,6,68.75,2020
45Bkh,391383,6,1,6,27.37,2020
45BjW,568000,4,3,3,61.5,2020
45Bim,360000,10,1,1,31.0,1990
45Bil,499000,8,2,6,48.6,1990
45Bbf,460000,10,3,6,50.0,1972
45A3X,439000,4,2,1,43.87,2020
44V34,1470000,5,4,1,128.8,2001
45AXz,401000,4,2,0,39.31,2021
45AWr,665000,12,4,9,75.7,1982
45ARR,245000,8,1,7,19.0,2017
45APp,599000,4,4,3,70.0,1987
45AJi,600000,7,3,0,62.0,2020
45AHu,508000,4,3,1,57.0,2020
3wIVv,1300000,5,3,0,84.0,2009
445F3,960000,3,3,1,115.0,1994
41B0h,1125000,5,4,0,128.7,1998
45AAj,470740,6,2,4,38.76,2020
45AsT,585000,10,3,2,53.31,1980
4594T,536000,10,2,10,42.9,1974
45AbJ,760000,7,3,2,60.1,2016
45Abx,1090000,3,4,1,97.0,2002
44Oj6,780000,4,3,1,65.0,2000
45A7Z,799000,7,3,0,62.0,2019
45A7E,425000,12,2,3,36.4,2021
45A5p,1185000,6,5,3,109.6,2000
45A5g,3199000,3,6,1,324.0,2012
45A27,979000,6,4,5,70.0,2020
45A1U,423000,12,2,1,36.4,2021
45A1S,459000,6,1,5,33.18,2017
45zYU,800000,8,3,1,65.0,2017
45zYl,720000,6,2,2,54.0,2005
45zX0,615784,8,3,3,57.72,2021
45zWM,540000,6,2,4,39.1,2001
45zWE,720000,3,2,1,52.0,2020
45zKU,712500,5,3,2,57.0,2010
45zHM,595000,11,2,0,53.1,1977
45zxf,390000,3,1,0,37.0,1997
45zwv,1033000,4,3,1,76.57,2021
45zw7,1436000,4,3,0,104.85,2021
45zun,470000,13,2,3,37.0,2004
45zpR,469000,12,2,7,48.0,1975
45pBK,570000,3,2,1,47.13,1984
45z0S,700000,5,3,0,72.84,2020
43BpD,566475,27,2,3,53.95,2021
43BpH,648060,27,3,9,61.72,2021
45yBq,680000,6,3,3,62.44,2019
45yBn,660000,2,2,0,49.0,2018
45yzK,2890000,4,3,1,113.5,2003
45yzJ,5170000,8,4,8,303.9,2012
45yzh,539000,3,2,1,41.0,2016
45yxl,690000,5,2,3,37.2,2013
45yw5,1190000,6,3,0,84.5,2010
45yp4,599000,4,4,3,70.0,1987
45yop,589900,6,2,2,45.0,2017
45yoo,434900,5,1,3,39.0,2020
45yj9,682219,7,3,6,58.62,2020
45yj4,690000,7,3,5,59.69,2020
45yj0,645000,7,3,1,57.2,2020
45yiW,540000,7,2,6,43.81,2020
45yiV,640000,7,3,0,57.2,2020
45yiP,640000,7,3,0,57.34,2020
45yhB,529999,7,3,0,57.34,2020
45yeQ,680000,3,2,2,65.0,1998
45yeO,699999,10,3,0,64.0,1974
45ye1,569000,7,4,6,72.0,1984
45y6u,445000,3,3,3,49.0,1980
45y5c,600000,12,3,0,60.0,1970
45y3t,2800000,7,4,6,200.0,2005
45y0f,496748,5,2,2,45.2,2020
45xTE,519000,10,3,1,50.0,1971
45xRT,695000,6,3,4,70.48,2019
45xQR,496748,5,2,3,45.2,2020
45xQx,519000,10,3,1,50.0,1971
45xNv,939000,5,4,1,101.0,2020
45xJc,826000,8,4,4,92.0,2020
45xy0,371000,4,2,2,33.91,2019
45xpp,476000,4,2,3,38.5,1970
45xoK,260000,6,1,2,21.03,2020
45xkO,1100000,5,3,0,80.0,2010
45xaY,635000,6,2,2,54.0,2008
45xaV,635000,4,2,3,56.0,2008
45x6M,820000,5,3,2,77.0,2001
45x2I,588000,10,3,2,54.0,1980
42Phz,2186600,7,4,7,140.8,2011
45vDJ,654000,4,2,1,48.0,1999
45vyl,1200000,11,4,9,86.0,2005
43FxD,499000,10,4,8,63.6,1973
45vtr,315000,10,1,10,29.0,1973
45viE,449000,3,3,3,49.0,1970
45vhW,674000,4,2,1,48.5,1999
45v9G,845000,6,3,5,77.7,1997
45v8Z,397000,4,2,0,36.0,1980
45v4J,860000,4,3,1,66.0,2020
45v06,573390,27,2,7,49.86,2021
45wYj,565000,4,3,4,60.03,2020
45wYl,647790,7,3,1,57.2,2019
45wYi,558000,4,3,3,61.52,2020
45wT9,1150000,8,3,6,85.0,2014
45wNS,650000,15,3,10,58.0,1972
45wF1,439000,10,2,2,37.2,1989
45wBe,670000,3,2,1,55.0,2000
45wAi,552000,7,3,6,59.0,2019
438le,790000,5,3,5,78.0,2007
45wtO,700000,4,2,0,52.0,2009
45wrf,480000,5,2,3,42.2,2020
45wq2,432000,5,2,3,38.99,2020
44mTQ,490000,5,3,5,62.0,1992
45weM,1400000,7,3,4,84.0,2009
45w7u,463000,7,2,6,44.0,2020
45uZ9,561495,7,3,3,60.0,2020
45uTW,805000,4,2,1,55.0,2019
45uJl,1250000,8,3,6,85.0,2014
45uCF,429900,10,2,6,31.06,1970
451UA,900000,8,3,4,67.5,2016
45uvf,1180000,3,4,1,92.0,1998
45usw,600000,6,2,1,55.3,1999
44ISd,1274400,4,3,1,94.4,2008
45njI,685000,26,3,8,62.0,2021
45tT0,506333,8,2,4,44.4,2021
43gpj,281700,23,1,2,18.78,2018
45tDg,450000,4,2,4,50.0,1991
45tDf,577000,5,2,2,48.14,2019
45tzJ,540000,5,2,4,39.0,2000
45tod,539000,3,2,1,41.0,2016
45tit,509316,6,2,3,41.7,2020
45t4S,455000,6,2,0,44.0,2020
45r8k,465000,12,1,9,37.0,1980
45sRd,349000,10,1,6,28.0,1976
45szu,799000,6,3,0,62.0,2019
45svD,525300,14,2,6,34.6,2018
45srj,895000,6,3,4,69.0,2020
3VKbq,499000,7,3,6,49.66,2019
45seH,496748,5,2,2,45.2,2020
45seq,507150,6,2,5,44.1,2020
45sen,460000,4,2,0,46.0,2020
45s31,290000,10,1,3,21.0,2019
45rV8,589000,1,3,1,81.0,2020
45rSf,990000,4,4,1,90.9,1997
45rF6,1761052,2,4,1,118.0,2020
45rEU,749000,4,2,4,45.0,2017
45rAx,970000,4,4,1,85.5,2001
45rv1,907000,16,3,4,65.0,2019
41SI6,1240000,7,3,7,82.5,2006
45rkV,869000,7,3,6,66.0,2019
45raY,475000,10,2,7,47.7,1980
45r8J,952000,7,3,6,77.0,2016
45r62,601000,8,2,1,47.0,2019
41C28,1290000,8,5,1,151.0,2004
45qKy,1550000,2,4,1,158.0,2009
45qEu,1650600,10,6,10,183.4,2019
45qyZ,539000,3,2,1,41.0,2016
3Zm3q,2500000,6,6,5,199.89,2006
45qrB,399000,5,1,3,35.04,2020
45qrk,1376000,6,4,6,89.46,2019
45qpp,580000,4,3,4,52.0,1980
45qpo,810000,10,3,1,65.0,2005
45qpm,690000,10,3,2,83.0,1980
45qpl,525000,10,2,6,55.0,1980
45qpi,446000,4,2,0,37.0,1979
45qnT,699000,3,3,3,63.0,1989
45qm2,495000,4,3,0,50.5,1973
44IYN,893000,8,4,1,91.67,2020
45qhw,1600000,1,6,0,195.0,2020
45qiL,479000,11,2,8,53.0,1978
433wT,485000,5,2,2,42.29,2020
45qfs,657260,10,3,1,63.9,2021
45qe0,617000,8,3,2,60.0,2021
45qdu,446000,8,2,0,40.0,2021
45qcQ,415000,8,1,5,34.7,2021
45qbx,1289000,12,4,2,115.0,2005
45q6u,649000,10,3,1,55.7,1979
3UkNK,600000,13,2,6,43.0,2020
45pNl,1850000,6,4,1,199.0,1996
45pEF,1538000,3,5,2,168.0,1997
42sHo,762850,5,3,0,80.3,2010
45pzA,639000,12,2,3,49.78,2009
45pua,622000,7,3,2,60.0,2019
45pot,385000,6,1,4,28.4,2020
45pkR,1065000,13,3,3,89.22,2009
45pfs,470000,7,2,4,38.8,2011
45pdb,2400000,6,5,6,132.0,2019
45pbM,711960,6,2,1,61.0,2010
45oUQ,735000,6,3,2,74.94,2008
45oUo,685000,25,3,8,62.0,2019
43ITf,2400000,2,3,0,80.0,2018
42Pip,1550000,3,3,2,98.0,2015
448AE,1050000,3,3,0,78.0,2005
3MP1u,1760000,3,4,1,125.7,2005
45oJl,459000,7,2,3,43.68,2020
45oIU,449900,4,3,4,50.0,1974
45oHj,1761052,2,4,1,118.99,2020
45oA4,2900000,3,4,2,170.0,2002
45oA0,1190000,6,5,3,110.0,2000
45oum,526000,11,2,7,37.0,2018
45ot3,654600,8,3,3,65.0,2021
45omb,380000,6,1,5,28.5,2020
45oig,1185000,6,5,3,110.0,2000
45oc0,572000,5,2,0,50.0,2009
45obK,710000,6,2,2,70.0,2006
45o0n,430000,5,1,3,24.0,2010
45nMA,1350000,8,3,4,84.0,2009
45nzT,2790000,12,3,7,87.0,2019
45nzH,1500000,6,3,4,102.0,2011
45nyp,1726672,3,3,3,111.04,2021
45nyk,520000,2,2,0,43.0,2002
45nxS,584896,12,3,3,48.1,1980
45ndB,528000,8,2,7,50.5,2000
45n4d,1450000,6,4,4,138.0,1998
45mTb,805900,15,3,9,62.0,2000
45e9F,499000,7,2,4,41.75,2020
45mFX,539000,4,3,2,47.5,1975
45mAo,565000,7,3,3,59.27,2020
45mAm,589000,4,3,2,59.08,2020
45mr7,379000,7,2,1,32.46,2019
45mfC,599000,6,3,4,55.3,2014
45meD,2289000,2,4,2,132.0,2017
45m4C,554033,8,2,1,49.95,2021
43BpA,543360,27,2,8,45.28,2021
43Br0,417612,27,1,10,26.77,2021
45lTg,750000,7,3,7,75.4,2002
416qf,497200,6,2,4,45.2,2020
45lpE,640000,7,2,1,54.0,2007
45lmr,570000,3,3,3,58.0,1985
45ljd,799000,6,3,4,56.0,2019
45l9d,730000,15,2,7,61.0,2008
45l5e,1041930,3,3,1,77.18,2021
45l1Q,741825,3,2,0,54.95,2021
45l0p,1436445,3,4,0,104.85,2021
45kXG,337000,5,2,2,29.0,2020
45kOY,728000,5,3,5,61.3,2013
45kOA,720000,4,2,0,49.0,2016
45kOx,419900,7,1,6,34.0,2020
45kkB,3490000,5,5,1,161.0,2008
45kAy,1376000,22,3,8,72.5,2009
45khb,805000,13,3,10,70.0,1994
45jZw,560000,10,3,8,56.46,1975
45jXs,721000,3,2,0,54.95,2021
45jVk,513000,5,2,2,45.0,2020
45jWd,450000,5,1,0,38.69,2020
45jP0,376000,15,1,5,21.0,2019
433bv,749000,8,4,8,80.98,1983
45jiM,1749900,8,3,4,93.0,2004
45jgD,1425008,3,3,1,104.78,2021
45jf6,1436445,3,3,0,104.85,2021
45jeX,1048545,3,2,1,77.67,2021
45je9,864846,3,2,1,62.67,2021
45jeh,920000,12,3,1,74.0,1973
45je2,1766010,3,3,2,127.28,2021
45jdJ,1726672,3,3,3,111.04,2021
45jdq,1407105,3,4,0,104.23,2021
45jdn,860497,3,3,0,62.81,2021
45jdh,1416440,3,4,1,104.15,2021
45jdd,865536,3,3,1,62.72,2021
45jd6,1761570,3,4,2,126.96,2021
45jc0,1436445,3,4,0,104.85,2021
45jbz,1041930,3,3,1,77.18,2021
45jbt,1415745,3,4,1,104.87,2021
45jbi,728000,5,3,5,61.3,2013
45jbc,865536,3,3,1,62.72,2021
45jaR,1767120,3,4,2,127.36,2021
45j4A,1750000,8,3,7,100.0,2017
45j3d,670000,6,2,1,48.0,2001
45iUF,795500,10,3,5,66.0,2002
45iA9,250000,5,1,4,24.0,2018
45ikM,649000,4,3,4,55.0,1978
45iiQ,800000,8,4,0,90.9,1974
44fKm,408272,22,1,3,26.86,2021
44fLX,467100,22,2,8,34.6,2021
44mxp,935000,4,3,2,83.0,1990
45i7f,749000,8,4,7,81.0,1983
45i6X,624990,6,2,2,56.0,2010
45hPG,607032,10,3,4,62.66,2021
45hig,685000,3,3,1,67.5,1992
451VR,723000,7,2,1,61.25,2012
45hb6,510000,10,1,5,28.0,2020
45hb0,1050000,4,3,2,69.0,2019
45haU,799900,6,3,5,74.0,2009
45haK,595000,6,2,0,50.0,2009
44HsD,750000,7,3,0,58.0,2018
44WY0,488000,8,1,1,35.0,2019
45h2N,400000,11,2,4,30.9,1970
45gLW,490000,6,2,1,55.0,2002
45gGn,670000,6,3,3,63.0,2007
45gAi,920000,11,3,1,73.5,1973
44Uxe,469000,5,2,0,44.0,2020
3S71O,234000,20,1,3,18.35,2021
45gbP,419000,4,2,2,40.51,2021
45gbO,439000,4,2,3,42.49,2021
44s9E,1369000,5,5,5,125.0,2001
42Xy8,655000,4,3,4,72.0,1985
45fxi,629000,11,3,8,62.0,1981
45fx8,1128800,9,4,8,100.0,1997
45fvH,1049000,8,4,6,81.0,2020
45fvF,799000,6,3,4,56.25,2020
45fqR,790500,7,2,1,54.0,2018
45fqd,360000,10,1,1,31.0,1974
45fm5,599000,2,2,0,42.41,2019
45faS,410000,10,2,7,38.8,1978
45b91,995000,5,2,3,71.0,2012
45eUB,1850000,8,5,7,125.0,2018
45eTK,859000,4,3,1,86.0,1998
45eRl,603000,7,3,0,58.0,2020
45ePr,1049000,8,4,6,81.0,2020
45eNS,589440,15,2,4,32.6,2021
45eNR,385000,15,1,8,27.5,2021
45eN1,895000,3,3,3,77.0,2009
45eta,494999,6,2,0,55.0,1998
45env,729900,5,2,5,40.0,2019
43bxk,649900,4,3,1,50.0,1990
45eda,539000,7,3,4,52.97,2020
45ebn,535000,7,3,3,51.82,2020
45dWQ,2099999,8,5,7,125.0,2018
45dWD,1157550,2,5,2,119.2,2019
45dWB,890750,2,4,2,97.0,2019
45dNm,617000,7,3,2,57.2,2020
45dNk,517000,7,2,3,44.0,2020
45dLq,788440,3,3,0,85.7,2001
45dLp,1495000,3,5,0,162.5,2001
45dvL,650000,4,3,1,69.95,1997
45dvp,520000,1,3,1,77.75,2020
45dvm,520000,1,3,1,77.75,2020
45dvj,505000,1,3,1,77.75,2020
45dvg,510000,1,3,1,77.75,2020
45dve,560000,1,3,0,71.33,2020
45dvc,555000,1,3,0,71.33,2020
45dvb,545000,1,3,0,71.33,2020
45dva,540000,1,3,0,71.33,2020
45dta,485000,7,2,1,42.5,2020
45cVE,540000,6,2,4,39.0,2001
45cTT,486956,8,2,4,38.7,2017
45cTR,517330,8,2,4,41.8,2017
43tOL,799000,8,3,7,70.0,2012
45cPS,795000,15,4,5,93.0,1981
45cPz,804900,16,3,10,70.0,1994
3iIku,1930000,5,3,2,88.0,2006
3KEWS,3199000,3,5,1,324.17,2012
41dIa,965000,5,2,4,48.5,2017
3P6YI,1557560,3,5,0,169.3,2001
45cov,575000,10,3,3,56.0,1974
45cnD,487000,4,1,2,37.0,2011
45cmg,1490000,3,5,1,174.4,2001
44id7,508000,5,2,4,42.29,2020
45caN,540000,4,2,0,42.0,2010
44Gik,539000,6,2,2,42.5,2012
3PeuM,999000,3,5,0,138.84,1998
41Ohh,499000,6,2,5,56.0,2000
45bV2,950000,4,4,3,132.0,2000
45bFD,310000,10,1,1,24.0,1980
45bz8,588000,8,2,7,45.0,2017
45biT,570000,4,3,4,53.0,1980
45bf9,439084,8,2,6,35.41,2021
43WHO,1137900,9,4,8,100.0,1997
44ANW,1379990,5,4,2,80.0,2014
44AT8,868000,5,3,1,68.0,2016
44AJE,639990,6,3,1,68.0,1980
45bb3,665000,6,2,5,55.0,2011
45b5v,720000,14,2,7,61.0,2008
45aUh,665000,6,2,5,54.13,2011
45aDI,919900,11,3,1,74.0,1973
45aDG,944900,6,2,4,63.0,2018
45aBV,455000,5,1,0,44.0,2020
43g9n,639000,7,2,2,43.0,2017
45aqr,350158,7,1,2,28.18,2021
4169e,3500000,13,6,9,280.49,2000
45a4f,570528,14,2,4,45.28,2021
459Kq,419000,10,2,2,38.0,1970
459ju,750000,7,3,7,75.4,2002
459fr,564900,7,2,3,49.0,2009
459fg,308900,6,1,2,15.0,2018
4597N,895000,3,3,3,76.0,2009
45978,1150000,2,4,1,147.0,2020
458X6,550000,5,1,4,39.04,2000
44u06,565000,4,3,4,61.06,2021
